title,url,image,openTypeList,detail,baseInfoKeyList,baseInfoValueList
拔节,http://www.baike.com/wiki/拔节,http://a2.att.hudong.com/64/12/50200009239445155964126319884_s.jpg,农业##小麦,稻、麦、高粱、玉米等禾本科植物到一定发育阶段时，主茎的各节长得很快，叫做“拔节”。,中文名：##拼音：##注音：##高度：,拔节##bá jié##ㄅㄚˊ ㄐㄧㄝ##1.5—2.0厘米
赤麦5号,http://www.baike.com/wiki/赤麦5号,//www.huimg.cn/entry/images/summary_default270x233.png,农作物##小麦,特征特性：春性，生育期90天左右，比对照品种辽春9号早1天，属中早熟品种。幼苗直立，叶片灰绿色。株高90厘米，穗纺缍型，长芒，白壳，红粒，籽粒硬质。平均亩穗数33万穗，穗粒数35粒，千粒重37克。抗旱性级别3级，抗旱性中等，与对照品种辽春9号相当。高抗条锈病，感叶锈病，中感白粉病。容重为798.5克/升，粗蛋白含量16.5%，湿面筋含量36.9%，沉降值33.6毫升，吸水率60.2%，面团稳定时间3.4分钟。,中文学名：,赤麦5号
长旱58,http://www.baike.com/wiki/长旱58,http://a2.att.hudong.com/61/54/50200009239445156291542586146_s.jpg,农作物##小麦##粮食,长旱58适应于海拔1000米左右的地区，适宜播期为9月底至10月初，其他海拔每降低或提高100米，播期推迟或提前2-3天。适宜播期范围内，亩播量9-10公斤，晚播和肥力差或过于干旱时适当增加播量。及时防治锈病、白粉病和蚜虫，在丰水年份防止倒伏。适时收获，防止穗发芽。,中文学名：##界：##分布区域：##体征：##审定编号：##选育单位：##品种来源：##特征特性：,长旱58##植物界##山西东南部、山东西南部、河南西北部、陕西渭北旱塬、河北东南部##株高72厘米，株型较松散，长相清秀，叶色黄绿，穗层整齐##国审麦2004015##陕西省长武县农业技术推广中心##长武112/PH82-2##半冬性
昌麦29,http://www.baike.com/wiki/昌麦29,//www.huimg.cn/entry/images/summary_default270x233.png,小麦,凉山州西昌农科所3531/1169春性中熟，全生育期182天左右，与对照川麦107相当。 两年区试平均亩产399.9公斤，比对照川麦107增产13.2%。 2008-2009年参加凉山州小麦生产试验，平均亩产402.8公斤，比对照川麦107增产14.2%，6个点全部增产。,,
测墒补灌,http://www.baike.com/wiki/测墒补灌,//www.huimg.cn/entry/images/summary_default270x233.png,小麦,"""以作物主要生育时期耕层土壤的含水量作为目标含水量",,
长麦6135,http://www.baike.com/wiki/长麦6135,http://a2.att.hudong.com/31/62/50200009239445155862620737751_s.jpg,农业##农作物##小麦##种子,长麦6135，为杂交小麦品种，其幼苗直立，芽鞘白色，叶色灰绿，叶耳紫色，叶片上冲，茎杆粗壮，分蘖能力强。株高70～80cm，叶片黄绿，无蜡质，穗层整齐，穗呈长方形，长芒，护颖卵形、斜肩、白色，颖嘴鸟嘴形，小穗密度中等，多花多实，结实性好，籽粒白色、角质、卵形，大小均匀，商品性好。亩穗数40～45万，穗粒数30粒左右，千粒重40～45克。分蘖能力强，成穗率高，落黄好，抗倒性较好，抗病性较好。比长4738晚熟1天。,中文学名：##株高：##类 型：##特 点：##品种来源：,长麦6135##70～80cm##杂交小麦品种##抗倒性较好，抗病性较好##山西省农业科学院谷子研究所
川麦32,http://www.baike.com/wiki/川麦32,//www.huimg.cn/entry/images/summary_default270x233.png,小麦,审定(登记)编号： 审定(登记)年份： 审定(登记)单位：,,
川麦58,http://www.baike.com/wiki/川麦58,http://a0.att.hudong.com/62/75/20300543938569148349756011245_s.jpg,农业##小麦##植物##种子,春性，全生育期178天左右。幼苗半直立，分蘖力较强。苗叶绿色，叶宽中等，叶耳绿色。植株较整齐，平均株高82厘米，穗方长型，长芒，白壳，成熟期早，白粒，半角-粉质，籽粒椭圆形、饱满。,,
长6154,http://www.baike.com/wiki/长6154,//www.huimg.cn/entry/images/summary_default270x233.png,农作物##小麦,长6154，是由山西省农科院谷子所 选育的麦子，具有中抗条锈病，中感白粉病和黄矮病，高感叶锈病和秆锈病特点。,中文学名：,长6154
陈洋尔,http://www.baike.com/wiki/陈洋尔,//www.huimg.cn/entry/images/summary_default270x233.png,小麦,Yuan Bioen Yuan,,
长6359,http://www.baike.com/wiki/长6359,http://a1.att.hudong.com/67/09/50200009239445155331099837253_s.jpg,小麦##植物,长6359是山西省农科院谷子研究所在承担国家“863”计划项目中，用82230-6做母本，94-5383做父本，后代采用水旱交叉选育法育成的小麦新品种。,,
CA9722,http://www.baike.com/wiki/CA9722,//www.huimg.cn/entry/images/summary_default270x233.png,农业##小麦##种子,CA9722品种来源，中国农业科学院作物育种栽培研究所，京411/贵农11//京411。,,
川农17号,http://www.baike.com/wiki/川农17号,//www.huimg.cn/entry/images/summary_default270x233.png,农作物##小麦,川农17号是四川农业大学于2002年审定登记的一个小麦品种。春性，早熟，是穗多兼穗大型品种，全生育期185天（比川麦28长3-7天）。2001年四川省区试平均亩产361.5公斤，比对照川麦28增产11.3%。适宜播期为11月1～8日，基本苗10～15万／亩，根据栽培水平，播种量为6～10公斤/亩，条、窝、机播均可。适宜四川省盆地麦区种植。,中文学名：,川农17号
川育14,http://www.baike.com/wiki/川育14,//www.huimg.cn/entry/images/summary_default270x233.png,农作物##小麦,"川育14是一种植物。春性，早熟，全生育期185天。幼苗半直立，分蘖力较强，株高90厘米。穗方形，长芒，白壳。籽粒卵圆形，红粒，半硬质，千粒重40克。蛋白质含量14.39%，湿面筋含量37%，沉降值29.7ml,吸水率63%，稳定时间3分钟，最大阻力370E.U。中抗条锈病、赤霉病，中感白粉病。",中文学名：,川育14
川麦36,http://www.baike.com/wiki/川麦36,//www.huimg.cn/entry/images/summary_default270x233.png,小麦##种子##粮食,川麦36是四川省农科院作物所和四川华丰种业有限责任公司通过与国际玉米小麦改良中心合作，最新选育而成的高产优质高抗白皮小麦新品种。,,
川农麦1号,http://www.baike.com/wiki/川农麦1号,//www.huimg.cn/entry/images/summary_default270x233.png,农作物##小麦,川农麦1号是四川农业大学 选育出来的新品种，主要特征是春性，早熟，生育期190天左右。幼苗半直立，分蘖力强，株高80cm，抗倒伏能力强。穗长方形，短芒，白壳。籽粒椭圆形，粒色淡红。适宜在长江中上游的湖北、四川、云南等省中上等水肥地种植，后期及时防治蚜虫危害。,中文学名：,川农麦1号
陈洪田,http://www.baike.com/wiki/陈洪田,//www.huimg.cn/entry/images/summary_default270x233.png,,陈洪田(1917—1985)，海宁长安褚石村人。出身贫农。1954年起从事农作物育种。二三十年间，育成麦、稻、油菜、黄麻等品种30多个。,,
川育20,http://www.baike.com/wiki/川育20,http://a3.att.hudong.com/03/34/20300000164151143272348907583_s.jpg,农业##农作物##小麦##植物##自然,川育20符合国家小麦品种审定标准，通过审定。适宜在长江上游冬麦区的四川中西部.2006～2007年度生产试验，平均亩产364.1公斤，比当地对照品种增产3.53%.川育20，春性，中熟，全生育期191天左右。幼苗半直立，分蘖力强，叶色绿，生长势旺。株高92厘米左右，略开张、整齐，成株叶片中等长宽斜上举。,中文学名：##界：##门：##亚门：##纲：##目：##科：##属：##种：##品种：,川育20##植物界##种子植物门##被子植物亚门##单子叶植物纲##禾本目##禾本科##小麦属##普通小麦##川育20
长5222,http://www.baike.com/wiki/长5222,http://a4.att.hudong.com/18/55/20300576609199158068555993536_s.jpg,农业##小麦##植物##自然,长5222这是一种农产品的名称，该品种是由山西省农业科学院谷子研究所所育种的，该农产品的特征是幼苗半匍匐，根系发达，生长稳健，茎叶挺秀，分蘖力较强。株高78厘米左右，旗叶功能期长，茎秆韧性好，抗倒伏。穗纺缍型，穗码排列适中，结实性好长芒，白壳、白粒。籽粒卵圆型，穗粒数29粒左右，千粒重45克左右。成穗率高，灌浆快，落黄好。籽粒大小均匀，商品性好。,,
刀削馒头,http://www.baike.com/wiki/刀削馒头,http://a2.att.hudong.com/55/76/01200000215977134429766949670_s.jpg,大米##小麦##玉米##面食,刀削馒头是一种常见的面食。由牛奶、鸡蛋、中粉、酵母粉发酵后蒸制而成。,中文名：##主要食材：##分类：##口味：##主食地：##制 作：,刀削馒头##中粉，牛奶，鸡蛋，酵母粉##东北菜##清淡##东北##用馒头蒸焖
昌麦26,http://www.baike.com/wiki/昌麦26,http://a0.att.hudong.com/15/42/20300544348252151135428895927_s.jpg,农业##农作物##小麦##植物##自然,昌麦26这是一种农作物品种名称，该品种是由系高代品系3461为母本，西昌16作父本杂交育成。该品种抗病毒能力强，产量高，对提高农作物的产量有很大的帮助，是生物学植物系统分类中双子叶植物纲下一个的物种名称。,中文学名：,昌麦26
楚麦十号,http://www.baike.com/wiki/楚麦十号,http://a1.att.hudong.com/68/53/20300542879568144711538701415_s.jpg,农业##小麦##植物##自然,2006～2007年参加云南省小麦品种区域试验（地麦组）。两年平均亩产278.5千克，较对照增产7.1%，增产点（次）率为81%。生产示范平均亩产292.9千克，比对照增产10.6%,中文学名：##界：##门：##纲：##目：##科：,楚麦十号##植物界##被子植物亚门##单子叶植物纲##禾本目##禾本科
打谷桶,http://www.baike.com/wiki/打谷桶,http://a2.att.hudong.com/77/99/50200009239445155962997556773_s.jpg,传统##农具##小麦##机械,打谷桶是民间较为古老的谷物收获农具，将打谷子的机器安装在上面，打谷子前，先用水浸泡一阵后就可以防止漏水，通过水的浮力，在水田里移动方便。谷子通过机器落在了打谷桶里，从而保证了谷子的干燥。,中文名：##用途：##上部面积：##桶身高：,打谷桶##稻谷、黄豆等农作物的收获脱粒##约3㎡##约70㎝
地膜小麦高产栽培技术,http://www.baike.com/wiki/地膜小麦高产栽培技术,http://a1.att.hudong.com/20/48/50200009239445156378487593420_s.jpg,图书##小麦,《地膜小麦高产栽培技术》，从理论和实践上阐述了地膜小麦增产的机理和高产的配套技术，具有较强的理论水平和可操作性。该书内容丰富，浅显易懂，可读性强．是一本很好的技术培训教材。,名称：##作者：##价格：##语种：##ISBN：##出版社：##开本：##装帧：##版次：##其他：,地膜小麦高产栽培技术##胡小平，刘义才刚##￥3.70元##中文##9787541972805##陕西人民教育出版社##16开##平装##1##纸张：胶版纸
川农25,http://www.baike.com/wiki/川农25,http://a1.att.hudong.com/48/33/20300000861164130821335884447_s.jpg,农业##农作物##小麦##植物##自然,有四川农业大学农学院培育出的优良小麦品种。,中文学名：,川农25
德抗961,http://www.baike.com/wiki/德抗961,//www.huimg.cn/entry/images/summary_default270x233.png,小麦,德抗961是德州市农科所于1992年用R-045-01（从前苏联引进）作母本，德选1号作父本，进行杂交，在含0.4%氯化钠的培养基上进行组织培养，进而筛选培育而成。2001年9月通过山东省农作物品种审定委员会审定。德抗961冬性，生育期234天，幼苗半匍匐，株型较紧凑，在土壤盐分0.3%左右时株高90厘米；叶色浓绿，分蘖力强，成穗率较高。穗型纺锤，长芒、白壳、白粒、半硬质，容重762.9克/升。较抗倒伏，高抗条锈病，中抗叶锈病，轻感白粉病。,中文名：##其他外文名：##品种来源：##特征特性：##适宜地区：,德抗961##dekang961##德州市农科所于1992年培育而成##株型较紧凑，叶色浓绿，分蘖力强##山东、河北、江苏、安徽北部等
定丰16号,http://www.baike.com/wiki/定丰16号,http://a0.att.hudong.com/88/84/20300543578952144662847512932_s.jpg,农业##农资流通##小麦##植物##生物##种子##自然,定丰16号，以自育品系8447为母本，引进材料CMS420为父本杂交选育而成，原代号9745。适宜在甘肃省海拔1700-2200米、年降水量450毫米以上的定西、临夏、甘南、白银、兰州等地种植。,中文学名：##别名：##界：##门：##纲：##目：##科：##属：##种：##亚种：,定丰16号##定丰16号麦子##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##小麦属(Triticum)##麦子##定丰16号
粉质曲线,http://www.baike.com/wiki/粉质曲线,//www.huimg.cn/entry/images/summary_default270x233.png,小麦##面点,粉质曲线是评价面团特性的重要指标之一，它可以直观地反映出面粉的稳定时间等面团流变学特性。 使用粉质仪测定小麦和面粉的粉质曲线，可以评价面粉的质量和加工特性，分析添加剂的作用，严格控制小麦的品质。 广泛的用于谷物食品原料的品质测定。,中文名：##英文名：##定义：##测定仪器：##测定标准：##作 用：##用 途：,粉质曲线##Silty curve##面团的揉混特性反映面团耐揉程度##粉质仪##吸水率、形成时间等##控制小麦的品质##谷物食品原料的品质测定
东方小麦,http://www.baike.com/wiki/东方小麦,http://a2.att.hudong.com/45/60/20300542879568144697602681816_s.jpg,农业##小麦##植物,小麦属内四倍体种之一，学名Triticum turanicum Jakubz. 或Triticum orientale Perc.，又名高拉山小麦。染色体数2n=4x=48，染色体组型为AABB。穗长，小穗密度D=15-20，护颖和内、外颖均长，内外颖几乎等长，一般1.2-1.5cm，籽粒大而长，长度为1.0-1.2cm，千粒重达60g以上，主要分布在前苏联（土库曼、乌兹别克、塔吉克）、土耳其、伊朗、伊拉克。,中文学名：##别名：##拉丁学名：##界：##门：##纲：##目：##科：##属：##种：##亚种：##分布区域：,东方小麦##高拉山小麦##Triticum turanicum Jakubz.##植物界##被子植物门##单子叶植物纲##禾本目##禾本科##小麦属##小麦##东方小麦##土库曼、乌兹别克、塔吉克
冬黑10号,http://www.baike.com/wiki/冬黑10号,http://a4.att.hudong.com/35/43/50200009239445155547439590175_s.jpg,农作物##小麦##植物##种子,冬黑10号是大穗类型。穗大子粒也较大，适合大面积中等肥力水平的土壤栽培。经过多年繁殖栽培试验表明：在中等肥力土地上亩产400~500kg。适宜在山西省中部晚熟冬麦区中水肥及肥旱地种植。,中文学名：,冬黑10号
佛手麦,http://www.baike.com/wiki/佛手麦,http://a4.att.hudong.com/06/53/20300001332647131961539122740_s.jpg,农作物##小麦##植物##生物##自然,佛手麦是小麦的一种，又称分枝小麦﹑手儿麦﹑五穗麦。麦穗分枝似佛手，故名。一般成熟较晩，品质较差。,中文学名：##别名：##界：##门：##纲：##目：##科：##属：##种：##亚种：,佛手麦##分枝小麦﹑手儿麦﹑五穗麦##植物界##被子植物门##单子叶植物纲##禾本目##禾本科##小麦属##佛手麦##佛手麦
分子标记与小麦品质改良,http://www.baike.com/wiki/分子标记与小麦品质改良,http://a3.att.hudong.com/75/97/01200000193923134408974147634_s.jpg,图书##小麦,《分子标记与小麦品质改良》是2006年中国农业出版社出版的图书，作者是郭世华。,,
汾4439,http://www.baike.com/wiki/汾4439,//www.huimg.cn/entry/images/summary_default270x233.png,小麦,汾4439，类型是强冬性，播种时间是9月下旬～10月上旬。,,
方城县小麦减产事件,http://www.baike.com/wiki/方城县小麦减产事件,http://a4.att.hudong.com/62/54/50200009239445155534546947084_s.jpg,小麦,方城县清河乡、独树镇等14个乡镇的农民因种植了方城县兆丰粮食专业合作社和方城县东盟农作物种植专业合作社推广的新麦26而导致大幅度减产，据该县统计，全县2013年小麦产量由2012年的9.36亿斤锐减到7亿多斤，减产约2亿斤。,中文名称：##时间：##发生地点：##减 产：,方城县小麦减产事件##2013##城县清河乡、独树镇等14个乡镇##约2亿斤
冬黑1号,http://www.baike.com/wiki/冬黑1号,//www.huimg.cn/entry/images/summary_default270x233.png,农作物##小麦##植物##种子,冬黑1号是多穗类型的小麦。适合大面积中上等肥力水平的土壤栽培。经过多年繁殖栽培试验表明，在中等肥力土地上亩产400~500kg。适宜山西省南部水地推广种植。,中文学名：,冬黑1号
关于印发2010年小麦最低收购价执行预案的通知,http://www.baike.com/wiki/关于印发2010年小麦最低收购价执行预案的通知,//www.huimg.cn/entry/images/summary_default270x233.png,2010年##小麦,国家有关部门安排最低收购价小麦销售后，委托收储库点要按要求及时出库，并及时归还农业发展银行贷款。 中储粮有关分公司要规范管理，统一最低收购价粮食委托收购合同文本；四、强化监督检查。 中储粮总公司及其相关分公司执行最低收购价政策收购的小麦，粮权属国务院，未经国家批准不得动用。,,
国豪麦15,http://www.baike.com/wiki/国豪麦15,//www.huimg.cn/entry/images/summary_default270x233.png,农业##小麦,小穗密度中等，平均有效穗21.0万/亩，穗粒数41.0粒/穗，千粒重50.5克。 2009-2010年度参加四川省区试，平均亩产406.3公斤，比对照绵麦37增产7.8%，8点中5点增产；2010-2011年度续试，平均亩产384.3公斤，比对照绵麦37增产10.8%，7点中6点增产。 两年区试平均亩产395.3公斤，比对照绵麦37增产9.3%。,,
灌浆肥,http://www.baike.com/wiki/灌浆肥,//www.huimg.cn/entry/images/summary_default270x233.png,小麦##水稻,主要成分：6-BA、芸苔素内酯、胺鲜酯、生理活性物质灌浆肥是有郑州中联化工产品有限公司和河南农业大学育种专家根据河南小麦生长期生理需求联手打造的技术产品之一，能够全面补充花生、大豆、玉米、小麦、水稻、棉花等营养期和孕穗结实期所需要的营养。 抗低温、抗倒伏，有效预防生理病害，增强花粉活力，提高授粉率，增加有效穗率和千粒重，减少瘪粒，病粒，籽粒饱满，可提早成熟7天以上，增产20-30%。 小麦、水稻、花生、大豆、玉米、石榴、豆角等种植作物。,中文名称：,灌浆肥
淮麦21,http://www.baike.com/wiki/淮麦21,//www.huimg.cn/entry/images/summary_default270x233.png,小麦,淮麦21，出自江苏徐淮地区淮阴农业科学研究所 ，弱春性，中熟，成熟期比对照偃展4110晚2天。幼苗半匍匐，分蘖力强，苗期长势旺，春季起身慢。,,
高优503,http://www.baike.com/wiki/高优503,http://a3.att.hudong.com/32/06/20300001199550132289066661736_s.jpg,农作物##小麦##植物,高优503，原名小偃503，一种小麦种子，由中国科学院石家庄农业现代化研究所、西北植物研究所选育。,中文学名：,高优503
国审麦2003023,http://www.baike.com/wiki/国审麦2003023,//www.huimg.cn/entry/images/summary_default270x233.png,农作物##小麦,国审麦2003023是川农16号小麦品种的品种审定编号，由四川农业大学选育，适宜在长江流域冬麦区上游的四川省、重庆市、贵州省、云南省和陕西省汉中地区中上等水肥地种植。,中文学名：,国审麦2003023
红顶乡,http://www.baike.com/wiki/红顶乡,http://a4.att.hudong.com/10/58/20300000237086143375581518461_s.jpg,中华人民共和国##中国乡级行政区划##中国乡镇##中国各级行政区划##中国地名##各国行政区划##四川乡镇##国家##地理##城市##城镇##小麦##环境保护##自然##行政区划,红顶乡是四川省甘孜藏族自治州道孚县辖乡。1956年置红顶乡，1960年改红顶公社，1984年复红顶乡。,中文名：##外文名：##别称：##所属地区：##建立时间：##面积：##人口：##地理位置：##市花、市树：##地方特产：##电话区码：##行政类别：##地方方言：##城市类别：##气候条件：##邮政编码：##下辖区域：,红顶乡##hongdingxiang##红顶公社##中国 四川省甘孜藏族自治州道孚县##1956年置红顶乡，1960年改红顶公社，1984年复红顶乡。##217平方公里##0.1万##位于县境南部，距县城62公里。##牡丹##青稞、小麦##0836##乡级##四川话##乡镇##温带大陆性气候##626408##辖红顶、地入、俄古、向秋4个村委会。
高原776,http://www.baike.com/wiki/高原776,http://a2.att.hudong.com/31/62/50200009239445155862620737751_s.jpg,农业##小麦##植物,高原776是育种者：中国科学院西北高原生物研究所，用品种青春533/97-205/高原602选育而成的小麦品种。 由申请者：中国科学院西北高原生物研究所提出申请，2012年12月24日经第三届国家农作物品种审定委员会第一次会议审定通过，审定编号为国审麦2012015。 基本信息,中文学名：##界：##门：##纲：##目：##科：##种：##品种：,高原776##植物界##被子植物门##单子叶植物纲##禾本目##禾本科##普通小麦##高原776
衡5229,http://www.baike.com/wiki/衡5229,http://a0.att.hudong.com/03/02/50200009239445155862026784835_s.jpg,农作物##小麦##植物##粮食,小麦品种，半冬性，中熟，成熟期与对照石4185同期。幼苗半匍匐，叶片较小，稍下披，分蘖力中等。株高70厘米，株型紧凑，穗层整齐。穗纺锤型，长芒，白壳，白粒，硬质。平均亩穗数40.0万穗，穗粒数32.7粒，千粒重39.1克。抗倒伏，抗寒性中等，2001-2002年度抗寒性鉴定，冻害4级，越冬率87%。,中文学名：##界：##种：,衡5229##植物界##普通小麦
淮麦16,http://www.baike.com/wiki/淮麦16,http://a4.att.hudong.com/52/97/20300543529888144672976876755_s.jpg,农作物##小麦##植物,淮麦16，弱春性多穗型中早熟品种，成熟期比对照豫麦18号晚2-3天。幼苗半匍匐，苗期长势较壮，分蘖力中等，株高90厘米左右。,中文学名：,淮麦16
禾尚头小麦,http://www.baike.com/wiki/禾尚头小麦,http://a3.att.hudong.com/48/76/50200009239445156007768705765_s.jpg,小麦##植物##食品,“和尚头”是兰州市皋兰北山干旱地区种植的优质小麦之一，其特点是耐旱、抗病、无污染，内含人体所需的蛋白质等多种营养成份，面筋高、口感好。相传明、清时期曾作为贡品，供皇室家族享用，在西北地区享有较高的声誉。民间用“和尚头”小麦面粉做“长寿面”，烧制的“烧锅子”是兰州地区人民喜爱的食品。皋兰种植“和尚头”小麦的历史，是从元末明初开始的，距今有500多年的历史。,中文学名：##界：##门：##纲：##目：##科：##属：,禾尚头小麦##植物界##被子植物门##单子叶植物纲##禾本目##禾本科##小麦属
花培6号,http://www.baike.com/wiki/花培6号,http://a2.att.hudong.com/15/24/01300001189809130528243134666_s.jpg,农作物##小麦##生物##粮食##自然,河南省农作物新品种重点试验室新培养的新产品。属半冬性中晚熟品种。,中文学名：##界：##门：##纲：##目：##科：,花培6号##植物界##被子植物##单子叶植物##禾本目##禾本科
皇沟复合香型白酒,http://www.baike.com/wiki/皇沟复合香型白酒,http://a0.att.hudong.com/11/70/50200009239445155972708852901_s.jpg,小麦##酒,皇沟复合香型白酒是河南皇沟酒业生产的白酒，原料是小麦、高粱、大米。,中文名：##类型：##口味：##品牌：##主要原料：,皇沟复合香型白酒##酒类##醇厚绵甜，诸味谐调，酒体丰满##河南皇沟酒业##小麦、高粱、大米、糯米、玉米
红色软质小麦,http://www.baike.com/wiki/红色软质小麦,//www.huimg.cn/entry/images/summary_default270x233.png,小麦##食品,"红色软质小麦是一种小麦，是籽粒呈深红色或红褐色的麦粒达70％及以上,粉质粒(软质粒)达50％以上的小麦，好吃美味。",,
淮麦18,http://www.baike.com/wiki/淮麦18,http://a4.att.hudong.com/13/65/50200009239445156258653142847_s.jpg,农作物##小麦##植物,品种审定编号：国审麦2001005,中文学名：,淮麦18
邯4589,http://www.baike.com/wiki/邯4589,http://a2.att.hudong.com/63/25/20300027512990132282258856267_s.jpg,农作物##小麦##植物,邯4589--是由河北省邯郸市农业科学院选育，由1998年河北省农作物品种审定委员会审定。半冬性，中早熟，熟期比对照晋麦47号早1~2天。结合节水保墒技术适时适墒播种，保证播种质量，亩基本苗25万左右。施足基肥，拨节期灌水保穗增产。后期注意及时防治蚜虫，适时收获。,中文学名：,邯4589
淮麦20,http://www.baike.com/wiki/淮麦20,//www.huimg.cn/entry/images/summary_default270x233.png,农作物##小麦,"淮麦20,是小麦的一个品种。",中文学名：,淮麦20
